molecule,logp,dataset_type
C=CCNC(=S)C(=S)NCC=C,-0.36,train
C=CCNC(=S)NN,-0.36,train
C=CCNC(=S)NN=C(c1ccccn1)c1ccccn1,1.68,train
C=CCNC(=S)NNc1ccc([N+](=O)[O-])cc1,2.3,validation
C=CCNC(=S)Nc1ccc(C)cc1,2.81,train
C=CCNC(=S)Nc1ccccc1,2.26,validation
C=CCNC(N)=O,-0.24,train
C=CCNC(N)=S,0.0,train
C=CCNC1=C2N=CN=C2N=C[N]1,1.09,train
C=CCNC1=C2N=CN=C2[N]C=N1,1.09,train
C=CCNCC,0.81,train
C=CCNCC(=O)NN=Cc1ccc([N+](=O)[O-])o1,0.31,train
C=CCNCC=C,1.11,train
C=CCNCl,-2.98,train
C=CCNNC(N)=O,-1.55,test
C=CCNS(=O)(=O)c1cc(S(N)(=O)=O)c(Cl)cc1N=CC=C(C)O,1.6,validation
C=CCNS(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1,3.07,train
C=CCNc1[nH]cnc2ncnc1-2,1.09,validation
C=CCNc1cc(-c2nc[nH]n2)ccn1,1.26,train
C=CCNc1ccccc1,2.47,train
C=CCNc1cnc(N2CCN(CCC(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)nc1,6.51,train
C=CCNc1cnnc(N2CCN(CCC(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)c1,6.51,validation
C=CCNc1nc(CCC)nc(N2CCOCC2)n1,2.37,train
C=CCNc1nc(Cl)nc(NCC=C)n1,2.75,train
C=CCNc1nc[nH]c2ncnc1-2,1.09,train
C=CCNc1ncc(-c2ccncc2)cc1C#N,2.07,train
C=CCNc1ncnc(N)n1,1.07,train
C=CCNc1ncnc2[nH]cnc12,1.09,train
C=CCNc1ncnc2c1N=C[N]2,1.09,train
C=CCNc1ncnc2nc[nH]c12,1.09,train
C=CCOC(=C)CN(C)C,1.02,train
C=CCOC(=O)C(=C)C,2.12,train
C=CCOC(=O)C(=C)C#N,1.77,train
C=CCOC(=O)C(=O)OCC=C,1.11,test
C=CCOC(=O)C(C)OC(=O)C(C)O,0.13,train
C=CCOC(=O)C(C)OC(=O)CCC(=O)OCOC(=O)CCC(=O)OC(C)C(=O)OCC=C,1.59,train
C=CCOC(=O)C1CC2OC2CC1C,2.39,test
C=CCOC(=O)C1CC=CCC1C(=O)OCC=C,3.59,test
C=CCOC(=O)C=C(CC(=O)OCC=C)C(=O)OCC=C,3.84,train
C=CCOC(=O)C=CC(=O)OCC=C,2.9,train
C=CCOC(=O)C=Cc1ccccc1,3.2,train
C=CCOC(=O)CC,1.71,train
C=CCOC(=O)CC#N,0.37,train
C=CCOC(=O)CC(C)=O,0.15,test
C=CCOC(=O)CC(C)C,2.62,train
C=CCOC(=O)CC(C)CC(C)(C)C,4.47,train
C=CCOC(=O)CC(SP(OC)(OC)(SC(=C)CC(=O)ON)C(=O)SCC(C)S)C(=O)SCC(C)S,-3.8,train
C=CCOC(=O)CC1CCCCC1,3.98,train
C=CCOC(=O)CCC,2.2,train
C=CCOC(=O)CCC1CCCCC1,4.47,test
C=CCOC(=O)CCCCC,3.18,validation
C=CCOC(=O)CCCCC(=O)OCC=C,3.08,train
C=CCOC(=O)CCCCCC,3.67,train
C=CCOC(=O)CCCCCCC,4.17,validation
C=CCOC(=O)CCCCCCCC1OC1CCCCCCCC,7.56,train
C=CCOC(=O)CF,1.16,train
C=CCOC(=O)COCC(=O)OCC=C,0.84,train
C=CCOC(=O)COc1ccccc1,2.46,test
C=CCOC(=O)CSCC(=O)OCC=C,1.69,train
C=CCOC(=O)Cc1ccccc1,2.93,test
C=CCOC(=O)Cl,0.98,train
C=CCOC(=O)OCC=C,1.93,train
C=CCOC(=O)OCCOCCOC(=O)OCC=C,1.54,train
C=CCOC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC=C,7.6,train
C=CCOC(=O)c1c(O)c2ccc(Cl)cc2[nH]c1=O,3.06,train
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,4.04,train
C=CCOC(=O)c1cccc(C(=O)OCC=C)c1,3.36,test
C=CCOC(=O)c1ccccc1C(=O)OCC=C,3.23,train
C=CCOC(=O)c1ccco1,1.8,train
C=CCOC(C)=O,0.97,train
C=CCOC(C)C(=O)OC(=O)CCCCCCCC,3.36,train
C=CCOC(C)CO,0.36,validation
C=CCOC(CO)CO,0.36,test
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,3.82,validation
C=CCOC(F)(F)C(F)F,2.24,train
C=CCOC(O)=Nc1ccc(OCC)c(OCC)c1,2.75,train
C=CCOC(OCC=C)C(OCC=C)OCC=C,2.51,train
C=CCOC(OCC=C)C1OC(OCC=C)C(OCC=C)O1,1.72,validation
C=CCOC1=NS(=O)(=O)c2ccccc21,1.4,test
C=CCOC1CC2CCC1C2OCC=C,3.08,test
C=CCOC=C,1.27,train
C=CCOC=CCN(C)C,0.89,validation
C=CCOC=CCOC(C)=O,1.22,train
C=CCOC=O,0.67,train
C=CCOCC,1.4,train
C=CCOCC(CC)(CO)CO,0.73,train
C=CCOCC(CC)(CO)COCC=C,1.87,train
C=CCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,1.19,train
C=CCOCC(COC(C)=O)OC(C)=O,0.9,test
C=CCOCC(O)CO,-0.3,test
C=CCOCC(O)COC,-0.41,train
C=CCOCC(O)COC(C)C,0.5,test
C=CCOCC(O)COCC=C,0.44,train
C=CCOCC(O)Cn1ccnc1[N+](=O)[O-],0.4,train
C=CCOCC1CO1,0.45,train
C=CCOCC=C,1.76,test
C=CCOCCC,1.89,train
C=CCOCCC#N,0.43,validation
C=CCOCCO,-0.1,train
C=CCOCP(=O)(COCC=C)OCC,0.08,train
C=CCON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,3.13,test
C=CCON=C(CCC)C1=C(O)CC(C)(C)C(C(=O)OC)C1=O,2.78,train
C=CCON=C(c1ccc(OC)c(OC)c1)c1nccc2cc(OC)c(OC)cc12,3.9,validation
C=CCONC(=C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,3.13,train
C=CCOP(=O)(CCCC)c1ccccc1,2.97,test
C=CCOP(=O)(OCC=C)OCC=C,1.76,train
C=CCOP(=O)(OCC=C)c1ccccc1,2.32,train
C=CCOc1c(C(N)=O)cccc1-c1ccccc1,2.89,validation
C=CCOc1c(OC)cc(C(=O)N(C(C)C)C(C)C)cc1OC,2.9,train
C=CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.0,train
C=CCOc1cc(C(=O)N2CCNCC2)cc(OCC=C)c1OCC=C,2.15,train
C=CCOc1cc(C(=O)N2CCOCC2)cc(OCC=C)c1OCC=C,2.39,validation
C=CCOc1cc(C(=O)O)ccc1N,1.25,validation
C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,3.45,train
C=CCOc1cc(N)ccc1C(=O)O,1.25,train
C=CCOc1cc(NC(C)=O)c(F)cc1Cl,2.76,test
C=CCOc1ccc(C(=O)N2CCN(C(=O)c3cc(OCC=C)c(OCC=C)c(OCC=C)c3)CC2)cc1OCC=C,4.39,train
C=CCOc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.72,train
C=CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.48,train
C=CCOc1ccc(C=CC(O)=NO)cc1OC,1.72,train
C=CCOc1ccc(CC(=O)NO)cc1,1.35,test
C=CCOc1ccc(CC(=O)O)cc1Cl,2.48,train
C=CCOc1ccc(Cl)c2c1CCCC2N(C)C,4.66,train
C=CCOc1ccc(NC(C)=O)cc1,2.03,train
C=CCOc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4.81,train
C=CCOc1ccc2c(c1)[n+]([O-])nc(N)[n+]2[O-],0.76,train
C=CCOc1ccccc1,2.94,train
C=CCOc1ccccc1C(=O)N(C)C,1.66,test
C=CCOc1ccccc1C(=O)N(CC)CC,2.64,test
C=CCOc1ccccc1C(=O)NC1CCCCC1,4.4,train
C=CCOc1ccccc1C(=O)NCC,2.62,test
C=CCOc1ccccc1C(=O)NCCO,1.16,train
C=CCOc1ccccc1C(N)=O,1.13,train
C=CCOc1ccccc1Cc1cnc(N)nc1N,2.31,train
C=CCOc1ccccc1OC,2.48,train
C=CCOc1ccccc1OC(=O)NC,1.84,train
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C(C)C,3.77,test
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C1CC1,3.01,train
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C=CC,3.65,train
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CC,3.76,train
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCC,3.95,train
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCCC,4.0,train
C=CCOc1ccccc1OCC(O)CO,1.27,train
C=CCOc1nc(OCC=C)nc(OCC=C)n1,5.27,train
C=CCOc1noc2c1CNCC2,0.56,test
C=CCOn1c(=O)[nH]c(C)c(Br)c1=O,0.32,train
C=CCP(=O)(OCCCC)c1ccccc1,2.97,train
C=CCP(Cl)(CCCC)(CCCC)CCCC,0.94,test
C=CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,1.34,train
C=CCS(=O)(=O)c1ccccc1,1.41,train
C=CCS(=O)CC(N)C(=O)O,-4.2,train
C=CCS(O)(O)C=CC,0.39,test
C=CCSC,1.76,train
C=CCSC#N,1.57,test
C=CCSC(=N)N,1.08,train
C=CCSC(C)(C)C(N)=O,1.29,train
C=CCSC(CC)(CC)C(N)=O,2.27,train
C=CCSC1=NCCS1,3.38,validation
C=CCSC1C=Cc2ccccc2N1C(=O)OCC,4.56,train
C=CCSCC=C,2.61,train
C=CCSP(=S)(SC)SC,3.94,train
C=CCSSCC=C,3.56,train
C=CCSSSC,2.72,train
C=CCSSSCC=C,3.56,validation
C=CCSc1ccccc1,3.51,train
C=CC[N+](=O)[O-],0.81,train
C=CC[N]c1nc[nH]c2ncnc1-2,1.09,train
C=CC[N]c1ncnc2[nH]cnc12,1.09,train
C=CC[SH2](O)(O)C=CC,0.39,train
C=CC[SH](=O)(O)CCC,0.39,test
C=CC[SH](O)(O)=CCC,0.39,test
C=CCc1c(O)cccc1OC,2.99,train
C=CCc1c(OC)cc(Cc2cnc(N)nc2N)cc1OCC,2.66,test
C=CCc1c(OCC)cc(Cc2cnc(N)nc2N)cc1OCC,3.08,train
C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O,7.05,train
C=CCc1cc(Br)ccc1OCC(O)CO,3.14,validation
C=CCc1cc(C)ccc1O,3.45,train
C=CCc1cc(C)ccc1OCC(O)CO,2.8,test
C=CCc1cc(Cl)ccc1O,3.55,train
C=CCc1cc(Cl)ccc1OCC(O)CO,2.9,train
C=CCc1cc(NC(C)=O)ccc1OCCCNC(C)C,-0.01,train
C=CCc1cc(O)ccc1-c1ccc(O)cc1CC=C,5.58,train
C=CCc1cc(OC)c(OC)c(OC)c1OC,2.98,train
C=CCc1cc(OC)c2c(c1)OCO2,3.53,train
C=CCc1cc(OC)c2c(c1OC)OCO2,3.61,test
C=CCc1cc(OC)cc(C=CC)c1O,4.3,train
C=CCc1cc(OC)ccc1OC,3.55,train
C=CCc1cc2c(c(OC)c1OC)OCO2,3.61,train
C=CCc1ccc(O)c(O)c1,2.43,train
C=CCc1ccc(O)c(OC)c1,2.27,train
C=CCc1ccc(O)cc1,2.91,train
C=CCc1ccc(OC(C)=O)c(OC)c1,3.06,test
C=CCc1ccc(OC)c(OC)c1,3.03,train
C=CCc1ccc(OC)cc1,3.47,test
C=CCc1ccc(OC=O)c(OC)c1,2.52,validation
C=CCc1ccc(OCC(=O)N(CC)CC)c(OC)c1,2.7,train
C=CCc1ccc(OCC(=O)O)c(OC)c1,2.29,train
C=CCc1ccc(OCC(O)CNC(C)C)cc1,2.81,train
C=CCc1ccc(OCc2ccccc2)c(OC)c1,4.74,test
C=CCc1ccc(OCc2nc3ccccc3c(=O)n2-c2ccccc2C)c(OC)c1,6.53,validation
C=CCc1ccc(Oc2ccccc2)c(OC)c1,4.68,train
C=CCc1ccc2c(c1)OCO2,3.45,test
C=CCc1cccc(Br)c1OCC(O)CO,3.14,validation
C=CCc1cccc(C)c1O,3.45,train
C=CCc1cccc(C)c1OCC(O)CO,2.8,train
C=CCc1cccc(CC=C)c1OCC1CO1,4.4,train
C=CCc1cccc(Cl)c1OCC(O)CO,2.9,train
C=CCc1cccc(OC)c1OCCN(CC)CC,3.71,test
C=CCc1cccc2c(=O)c(C)c(-c3ccccc3)oc12,4.67,train
C=CCc1cccc2ccccc12,4.56,test
C=CCc1ccccc1C,3.93,train
C=CCc1ccccc1O,2.91,train
C=CCc1ccccc1OCC(O)CN1CCN(c2ccc(C)c(C)c2)CC1,4.93,train
C=CCc1ccccc1OCC(O)CO,2.25,train
C=CCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,4.11,train
C=CCn1c(=O)c(N(C)C)c(C)n(-c2ccccc2)c1=O,1.98,train
C=CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,4.27,test
C=CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.62,validation
C=CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.92,train
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,5.12,train
C=CCn1c(=O)oc2ccc(Cl)cc21,3.18,train
C=CCn1c(C)c(Br)c(=O)n(-c2ccccc2)c1=O,1.53,validation
C=CCn1c(N)cc(=O)n(C)c1=O,-0.41,train
C=CCn1c(N)cc(=O)n(CC)c1=O,0.08,train
C=CCn1cnc2c(=O)[nH]c(Nc3ccccc3)nc21,1.75,train
C=CCn1cncc1[N+](=O)[O-],0.52,train
C=CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.65,train
C=CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,1.0,test
C=CI,1.95,validation
C=CN(C)C(C)=O,-0.13,train
C=CN(C)N=O,-0.28,train
C=CN(CC)C(C)=O,0.36,test
C=CN(CC)N=O,0.21,train
C=CN1CCCC1=O,0.37,train
C=CN=C(S)N=[SH](O)(O)c1c[nH]ccc1=NC1CCCCC1,3.1,train
C=CN=C(S)N=[SH](O)(O)c1cnccc1NC1CCCCC1,3.1,test
C=CN=C(S)N[SH](=O)(O)c1c[nH]ccc1=NC1CCCCC1,3.1,train
C=CN=C(S)N[SH](=O)(O)c1cnccc1NC1CCCCC1,3.1,validation
C=CNC(=O)OCC(C)(CCC)COC(N)=O,1.8,validation
C=CNC(=S)N=[SH](O)(O)c1c[nH]ccc1=NC1CCCCC1,3.1,validation
C=CNC(=S)N=[SH](O)(O)c1cnccc1NC1CCCCC1,3.1,validation
C=CNC(S)=N[SH](=O)(O)c1c[nH]ccc1=NC1CCCCC1,3.1,validation
C=CNC(S)=N[SH](=O)(O)c1cnccc1NC1CCCCC1,3.1,test
C=CNC(S)N=S(=O)(O)c1c[nH]ccc1=NC1CCCCC1,3.1,train
C=CNC(S)N=S(=O)(O)c1cnccc1NC1CCCCC1,3.1,train
C=CNN(C(=O)c1ccc(OC)cc1)c1ccccc1,3.18,train
C=CNP(=O)(NC=C)NC(=O)c1ccc(OC)cc1,1.08,validation
C=CNP(=O)(NC=C)NC(=O)c1cccc(OC)c1,0.86,train
C=CN[PH](O)(OCC)ON=C(C#N)c1ccc(OC)cc1,2.39,validation
C=CN[PH](O)(OCC)ON=C(C#N)c1ccc([N+](=O)[O-])cc1,1.76,test
C=COC(=O)C(C)(C)C,2.09,train
C=COC(=O)C(C)C,1.64,validation
C=COC(=O)C(C)Oc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.54,validation
C=COC(=O)C(CC)CCCC,3.6,train
C=COC(=O)C=C,1.08,validation
C=COC(=O)C=CC,1.49,train
C=COC(=O)CC,1.22,validation
C=COC(=O)CCC,1.71,validation
C=COC(=O)CCCCC(=O)OC=C,2.1,test
C=COC(=O)CCCCCCC,3.67,train
C=COC(=O)CF,0.67,train
C=COC(=O)c1ccccc1,2.18,validation
C=COC(C)(C)C,1.78,validation
C=COC(C)C,1.33,train
C=COC1CC1,1.22,train
C=COCC(C)C,1.82,train
C=COCC(C)CCCC(C)CC(C)C,5.6,validation
C=COCC(CC)CCCC,3.79,validation
C=COCC(F)(F)F,1.33,test
C=COCCC,1.4,train
C=COCCC(C)C,2.31,validation
C=COCCCC,1.89,train
C=COCCCCCC,2.88,test
C=COCCCCCCCCCC,4.84,train
C=COCCCCCCCCCCCCCCCC,7.79,test
C=COCCCCCCCCCCCCCCCCCC,8.77,train
C=COCCCl,1.17,train
C=COCCN(C)C,0.12,train
C=COCCO,-0.55,train
C=COCCOC,0.15,train
C=COCCOC(=O)C(=C)C,1.36,validation
C=COCCOCCCC,1.62,train
C=COCCOCCO,-0.83,test
C=COCCOCCOC=C,0.23,train
C=COCCOCCOCC,0.36,test
C=COCCSC,1.0,validation
C=COCCSCC,1.49,train
C=COCCSCCCC,2.47,validation
C=COCCn1cnc2[nH]c(=O)n(C)c(=N)c21,-0.78,train
C=COCCn1cnc2c(=N)n(C)c(O)nc21,-0.24,train
C=COCCn1cnc2c(N)n(C)c(=O)nc21,-0.24,train
C=COc1ccccc1,2.43,train
C=CP(=O)(O)O,-0.34,train
C=CP(=O)(OCC)OCC,0.75,validation
C=CP(=O)(OCCCl)OCCCl,1.26,train
C=CS(=O)(=O)CCCCCC,1.7,train
C=CS(=O)(=O)CCCl,-0.77,train
C=CS(=O)(=O)CCN(CCCl)CCCl,0.44,train
C=CS(=O)(=O)COCS(=O)(=O)C=C,-1.27,train
C=CS(=O)(=O)Nc1ccccc1,1.54,train
C=CS(=O)(=O)c1ccc(Cl)cc1,1.56,validation
C=CS(C)(=O)=O,-0.75,train
C=CS(O)=c1cnc2ccccc2[nH]1,2.29,train
C=CSC=C,1.93,train
C=CSCCCl,1.11,test
C=CSCCO,0.53,train
C=CSSC=C,2.58,test
C=C[PH](O)(OCC)SCCSCC,2.03,train
C=C[SH](=O)(O)c1cc(C(=O)NCC2CCCN2CC)c(OC)cc1N,1.1,test
C=C[SH](=O)(O)c1cc(C(O)=NCC2CCCN2CC)c(OC)cc1N,1.1,train
C=C[SH](O)CSP(=S)(OCC)OCC,1.78,test
C=C[SH](O)c1cnc2ccccc2n1,2.29,train
C=Cc1c(C)cc(C)cc1C,4.54,validation
C=Cc1c(Cl)cccc1Cl,4.18,test
C=Cc1c2[nH]c(c1C)C=c1[nH]c(c(C)c1C=C)=Cc1[nH]c(c(CCC(=O)O)c1C)C=c1[nH]c(c(C)c1CCC(=O)O)=C2,7.43,train
C=Cc1cc(C)ccc1C,4.16,train
C=Cc1ccc(-c2nc(-c3ccc(C=C)c(OC)c3OC)c3ccccc3n2)c(OC)c1OC,4.83,train
C=Cc1ccc(Br)cc1,3.78,train
C=Cc1ccc(C(C)C)cc1,4.35,train
C=Cc1ccc(C)cc1,3.44,test
C=Cc1ccc(C)cc1C,3.99,train
C=Cc1ccc(C)nc1,2.25,train
C=Cc1ccc(C=C)cc1,3.8,test
C=Cc1ccc(CC)cc1,4.19,validation
C=Cc1ccc(CC)cn1,2.74,validation
C=Cc1ccc(Cl)cc1,3.54,validation
C=Cc1ccc(F)cc1,3.1,train
C=Cc1ccc(N)cc1,1.98,train
C=Cc1ccc(O)cc1,2.41,train
C=Cc1ccc(OC(=O)OC(C)(C)C)cc1,3.71,train
C=Cc1ccc(OC(C)=O)cc1,2.49,train
C=Cc1ccc(OC)cc1,2.98,train
C=Cc1ccc(OCC2CO2)cc1,2.52,train
C=Cc1ccc([N+](=O)[O-])o1,1.61,train
C=Cc1ccc2ccccc2c1,4.07,train
C=Cc1cccc(C)c1,3.44,train
C=Cc1cccc(C)n1,2.25,test
C=Cc1cccc(C=C)c1,3.8,test
C=Cc1cccc(CC)c1,4.11,train
C=Cc1cccc(Cl)c1,3.54,train
C=Cc1cccc([N+](=O)[O-])c1,2.71,train
C=Cc1ccccc1,2.95,train
C=Cc1ccccc1-c1ccccn1,3.47,train
C=Cc1ccccc1Br,3.78,train
C=Cc1ccccc1C,3.44,train
C=Cc1ccccc1C=C,5.43,test
C=Cc1ccccc1CC,3.93,train
C=Cc1ccccc1Cl,3.54,test
C=Cc1ccccc1OC,2.98,test
C=Cc1ccccn1,1.54,train
C=Cc1cccnc1,1.71,train
C=Cc1ccco1,2.26,train
C=Cc1ccncc1,1.71,train
C=Cc1cnc([N+](=O)[O-])n1C,0.64,train
C=Cc1ncc([N+](=O)[O-])n1C,0.62,train
C=Cc1scnc1C,2.44,validation
C=Cn1c(C)cnc1[N+](=O)[O-],1.33,train
C=Cn1c([N+](=O)[O-])cnc1C=Cc1ccc(C(=O)O)cc1,2.68,train
C=Cn1c2ccccc2c2ccccc21,4.19,train
C=NC(=O)N=[SH](O)(O)c1cccnc1,-0.45,train
C=NC(=O)N[SH](=O)(O)c1cccnc1,-0.45,train
C=NC(C)(C)C,2.63,validation
C=NC(O)=N[SH](=O)(O)c1cccnc1,-0.45,train
C=NC(O)N=S(=O)(O)c1cccnc1,-0.45,train
C=NC(O)NS(=O)(=O)c1cccnc1,-0.45,train
C=NN(C(=O)Cc1ccccc1)C1C(=O)N2C1SC(C)(C)C2C(=O)O,2.7,train
C=NN1C(C)(C)CCCC1(C)C,3.78,train
C=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.33,train
C=N[SH](=O)(O)c1ccccc1,0.92,validation
C=Nc1c(C)cccc1CC,3.15,train
C=S(=O)(O)CC=C(N)C(O)O,-3.1,train
C=S(=O)(O)CCC(=N)C(O)O,-3.1,train
C=S(=O)(O)CCC(N)=C(O)O,-3.1,train
C=S(=O)(O)CCC(N)C(=O)O,-3.1,train
C=S(=O)(O)Nc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,3.12,train
C=S(=O)(O)Nc1ccccc1,0.95,train
C=S(=O)(O)c1ccc(Cl)cc1,1.06,validation
C=S(=O)(O)c1ccc(N=S(=O)(O)C(F)(F)F)cc1,1.99,train
C=S(=O)(O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,1.99,train
C=S(=O)(O)c1ccc(OC)c(CNC2CCCNC2c2ccccc2)c1,1.9,train
C=S(=O)(O)c1ccc2ncccc2c1,0.7,train
C=S(=O)(O)c1cccc([N+](=O)[O-])c1,0.5,train
C=S(O)(O)=CC=C(N)C(O)O,-3.1,train
C=S(O)(O)=CCC(=N)C(O)O,-3.1,train
C=S(O)(O)=CCC(N)=C(O)O,-3.1,train
C=S(O)(O)=CCC(N)C(=O)O,-3.1,train
C=S(O)(O)=Nc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,3.12,train
C=S(O)(O)=Nc1ccccc1,0.95,train
C=S(O)c1ccc(-c2nc3c[nH]cnc-3n2)c(OC)c1,0.53,train
C=S(O)c1ccc(-c2nc3cnc[nH]c-3n2)c(OC)c1,0.53,train
C=S(O)c1ccc(-c2nc3cncnc3[nH]2)c(OC)c1,0.53,train
C=S(O)c1ccc(-c2nc3ncncc3[nH]2)c(OC)c1,0.53,train
C=S(O)c1sc(C#N)c(Cl)c1C#N,2.15,train
C=S(O)c1sc(C(=O)OCC)cc1C#N,2.27,train
C=S(O)c1sc(C(C)=O)c(N)c1-c1ccc(Cl)cc1,3.18,train
C=S(O)c1sc(C)c(C)c1[N+](=O)[O-],2.65,train
C=[SH](O)(O)C=CC(=N)C(O)O,-3.1,validation
C=[SH](O)(O)C=CC(N)=C(O)O,-3.1,train
C=[SH](O)(O)C=CC(N)C(=O)O,-3.1,test
C=[SH](O)(O)CC=C(N)C(=O)O,-3.1,test
C=[SH](O)(O)CCC(=N)C(=O)O,-3.1,train
C=c1c(=CO)[n-]o[n+]1=O,1.02,train
C=c1c(C)c(O)c(=C)c(C)c1O,2.23,test
C=c1c(Cl)cccc1=C(O)N(N=C(O)c1ccccc1)C(C)(C)C,3.57,train
C=c1c(Cl)cccc1=C(O)N(NC(=O)c1ccccc1)C(C)(C)C,3.57,test
C=c1c(N)c(O)c2c(c1O)N1CC3C(N3COC(=O)c3ccccc3)C1(OC)C=2COC(=N)O,1.26,train
C=c1c(N)c(O)c2c(c1O)N1CC3C(N3COC(=O)c3ccccc3)C1(OC)C=2COC(N)=O,1.26,train
C=c1c(O)c2c(c(O)c1N=c1[nH]c(C)c(C)s1)=C(COC(=N)O)C1(OC)C3NC3CN21,1.29,test
C=c1c(O)c2c(c(O)c1N=c1[nH]c(C)c(C)s1)=C(COC(N)=O)C1(OC)C3NC3CN21,1.29,train
C=c1c(O)c2c(c(O)c1Nc1nc(C)c(C)s1)=C(COC(=N)O)C1(OC)C3NC3CN21,1.29,train
C=c1c(O)c2c(c(O)c1Nc1nc(C)c(C)s1)=C(COC(N)=O)C1(OC)C3NC3CN21,1.29,test
C=c1c(OC)c(C)cnc1=CS(O)=c1[nH]c2ccc(OC)cc2[nH]1,2.23,test
C=c1c(OC)c(C)cnc1=C[SH](O)c1nc2cc(OC)ccc2[nH]1,2.23,train
C=c1c(OC)c(C)cnc1=C[SH](O)c1nc2ccc(OC)cc2[nH]1,2.23,train
C=c1c([N+](=O)[O-])cccc1=C(O)O,2.16,train
C=c1cc2c(cc1=C(C)O)C(C)(C)CC(C)C2(C)C,5.7,train
C=c1ccccc1=C(N)c1ccccc1,3.21,train
C=c1ccccc1=C=N,2.21,train
CBr,1.19,train
CC#CC#CC#Cc1ccccc1,4.91,test
CC#CC#CC(=O)c1ccccc1,2.74,train
CC#CC(=O)O,0.35,train
CC#CC(=O)OCC,1.13,train
CC#CC(=O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,3.4,train
CC#CC(O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,2.7,train
CC#CC1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,4.41,test
CC#CC=CC,2.36,test
CC#CCC(C)C,2.99,train
CC#CCCC,2.57,train
CC#CCCCC,3.06,train
CC#CCCCCC,3.55,train
CC#CCCCCCC,4.05,train
CC#CCCCCCCCC,5.03,train
CC#CCCO,0.62,test
CC#CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.68,train
CC#CCOC(C)c1ccc(OC)c(OC)c1,2.4,train
CC#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.61,train
CC#CN(C)N=Nc1nc[nH]c1C(N)=O,0.33,train
CC#CN(CC)CC,1.29,test
CC#CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.0,train
CC#Cc1ccccc1,2.81,train
CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,3.6,train
CC#Cc1ccnc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1,4.4,train
CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1,3.3,train
CC#S(O)(O)c1cc(C(=O)NCC2CCCN2CC)c(OC)cc1N,1.1,train
